Customer_ID,Age,Gender,Region,Employment_Status,Education_Level,Years_Driving,Car_Make,Car_Model,Manufacture_Year,Annual_Mileage,Number_of_Accidents,Number_of_Claims,Car_Value,Premium_Amount,Marital_Status,Has_AntiTheft_Device,Policy_Term,Credit_Score,Vehicle_Usage
5094,44,Male,Suburban,Retired,Master's Degree,29,Hyundai,Santa Fe,2011,27672,5,3,1308924,79398,Single,0,6,468,Pleasure
5095,42,Female,Urban,Employed,Master's Degree,54,Chevrolet,Impala,1998,15478,2,6,316206,19692,Widowed,1,6,561,Commute
5096,73,Female,Suburban,Self-Employed,Master's Degree,26,Chevrolet,Equinox,2006,22478,3,0,774414,89946,Widowed,0,12,545,Commute
5097,72,Female,Suburban,Employed,Associate Degree,35,Chevrolet,Equinox,1998,12866,5,8,537174,23832,Widowed,0,12,824,Business
5098,27,Male,Suburban,Unemployed,Bachelor's Degree,45,Chevrolet,Impala,2021,16810,2,0,318258,54198,Divorced,1,12,547,Pleasure
5099,64,Male,Rural,Self-Employed,Doctorate,30,Chevrolet,Equinox,2006,17943,5,4,170820,46314,Single,0,12,806,Commute
5100,40,Male,Urban,Unemployed,Doctorate,52,Hyundai,Tucson,2011,17595,4,7,935910,11664,Married,1,6,676,Business
5101,38,Male,Urban,Retired,Doctorate,41,BMW,3 Series,2009,24098,3,7,149418,55980,Widowed,0,6,308,Commute
5102,38,Male,Suburban,Unemployed,Doctorate,5,Honda,Civic,2001,12566,4,5,1251990,35442,Single,0,12,360,Business
5103,60,Male,Suburban,Unemployed,Associate Degree,42,Mercedes,GLC,2015,25157,2,5,1039644,79380,Divorced,0,6,380,Pleasure
5104,30,Female,Rural,Employed,Bachelor's Degree,44,Nissan,Altima,1995,12145,4,1,94986,71568,Divorced,1,6,752,Commute
5105,54,Male,Urban,Employed,Associate Degree,55,Ford,Focus,1999,14318,2,3,526248,82782,Divorced,0,6,792,Pleasure
5106,50,Female,Rural,Self-Employed,Bachelor's Degree,17,Chevrolet,Malibu,2006,9375,0,7,1306890,79056,Widowed,0,12,305,Commute
5107,41,Female,Urban,Retired,Associate Degree,51,Ford,Focus,2001,15838,2,1,712800,44010,Single,0,12,612,Pleasure
5108,61,Female,Rural,Self-Employed,High School,13,Hyundai,Santa Fe,2016,11276,2,5,1491444,28296,Divorced,1,12,544,Pleasure
5109,28,Female,Suburban,Retired,Bachelor's Degree,58,Ford,Escape,2020,11229,0,2,986562,82620,Single,1,6,698,Pleasure
5110,34,Female,Rural,Retired,Doctorate,19,BMW,5 Series,2009,17892,3,6,605916,84078,Divorced,1,6,642,Business
5111,21,Male,Suburban,Unemployed,Bachelor's Degree,53,Volkswagen,Golf,1999,6204,1,8,1085472,14958,Married,1,12,435,Pleasure
5112,64,Male,Urban,Employed,Master's Degree,51,Kia,Forte,2018,18982,3,7,484128,62478,Divorced,1,6,516,Business
5113,42,Male,Urban,Retired,Bachelor's Degree,10,Nissan,Rogue,2003,6529,1,7,256194,32922,Divorced,1,6,543,Business
5114,47,Male,Suburban,Employed,Master's Degree,52,Nissan,Rogue,1995,19369,0,8,370854,16146,Single,1,6,561,Commute
5115,26,Female,Urban,Retired,Master's Degree,36,Chevrolet,Equinox,2000,9573,3,1,766206,17784,Married,0,12,801,Pleasure
5116,38,Female,Rural,Employed,High School,39,Toyota,Corolla,2010,6746,4,5,158544,52686,Divorced,1,12,723,Business
5117,37,Female,Suburban,Self-Employed,Bachelor's Degree,3,Ford,Escape,2009,21849,5,8,1514538,65790,Divorced,0,6,370,Commute
5118,36,Male,Urban,Employed,High School,43,Hyundai,Santa Fe,1996,23816,4,1,441108,47178,Divorced,0,6,780,Pleasure
5119,36,Male,Rural,Unemployed,Doctorate,5,Honda,Civic,2007,29232,3,8,454410,47916,Widowed,0,6,399,Business
5120,29,Male,Rural,Retired,Bachelor's Degree,22,Volkswagen,Jetta,2018,24577,4,1,566352,79056,Single,0,12,701,Commute
5121,54,Male,Urban,Unemployed,Associate Degree,55,BMW,X5,1999,12375,0,8,1521774,22248,Widowed,0,12,735,Commute
5122,59,Female,Urban,Retired,Associate Degree,56,Toyota,Camry,2010,16768,4,0,1472202,41958,Widowed,1,12,393,Business
5123,34,Female,Rural,Unemployed,Associate Degree,57,Ford,Escape,1995,16967,5,5,1575702,12744,Widowed,1,6,771,Business
5124,54,Male,Suburban,Retired,Master's Degree,7,Kia,Soul,2015,23343,5,5,219528,29340,Divorced,0,12,334,Pleasure
5125,71,Male,Urban,Employed,Associate Degree,29,Mercedes,C-Class,2004,26565,4,1,1687644,16956,Married,1,12,477,Commute
5126,65,Female,Urban,Retired,Doctorate,35,Hyundai,Tucson,2010,26851,1,6,871110,54990,Married,1,6,372,Business
5127,56,Female,Suburban,Unemployed,Bachelor's Degree,51,BMW,3 Series,2007,15613,5,9,1770246,46890,Married,1,6,397,Business
5128,45,Female,Suburban,Unemployed,Bachelor's Degree,41,Kia,Soul,2015,8594,1,3,476082,80100,Widowed,0,12,748,Business
5129,58,Female,Urban,Retired,Master's Degree,10,Volkswagen,Jetta,1996,21623,2,3,1491390,88578,Divorced,1,12,558,Commute
5130,52,Male,Suburban,Retired,Master's Degree,46,BMW,5 Series,1998,22203,0,8,177858,40014,Divorced,0,6,304,Commute
5131,64,Female,Rural,Self-Employed,Master's Degree,4,Mercedes,E-Class,2016,16487,4,1,102762,31914,Married,0,12,311,Business
5132,65,Female,Rural,Self-Employed,Doctorate,2,Volkswagen,Golf,1995,15777,0,8,1771326,75366,Married,1,12,557,Commute
5133,35,Female,Rural,Employed,Bachelor's Degree,14,Kia,Soul,2005,26334,0,8,979794,82134,Married,1,12,548,Business
5134,31,Female,Urban,Employed,High School,1,BMW,5 Series,2003,29623,1,5,1400724,70146,Married,1,12,639,Business
5135,52,Male,Suburban,Employed,Master's Degree,1,Honda,Accord,2017,22196,5,9,1225458,78786,Divorced,0,12,627,Pleasure
5136,61,Male,Rural,Employed,Associate Degree,56,BMW,X5,2000,25966,4,6,131796,35658,Widowed,0,12,537,Pleasure
5137,58,Male,Suburban,Employed,High School,7,BMW,X5,1995,24391,2,3,178794,45288,Single,1,6,758,Business
5138,77,Male,Rural,Retired,High School,53,BMW,5 Series,2002,6613,3,0,1228662,25686,Divorced,0,12,636,Business
5139,24,Male,Suburban,Self-Employed,Master's Degree,45,Toyota,Camry,2002,10640,2,8,1234782,74952,Married,0,6,560,Business
5140,58,Male,Rural,Retired,Associate Degree,29,BMW,X5,1998,20693,1,8,1033830,64944,Divorced,1,12,620,Business
5141,30,Female,Rural,Self-Employed,Master's Degree,61,BMW,3 Series,1998,18558,2,0,701946,75816,Single,1,12,760,Commute
5142,35,Female,Rural,Self-Employed,Master's Degree,40,Toyota,Corolla,1995,10633,1,3,826704,46836,Married,0,6,340,Business
5143,54,Female,Rural,Unemployed,Associate Degree,4,Honda,Accord,2019,12676,1,6,1673784,57798,Single,1,6,641,Commute
5144,30,Female,Rural,Unemployed,High School,29,Nissan,Sentra,2002,18175,0,2,1176822,40824,Widowed,1,6,507,Commute
5145,53,Male,Rural,Self-Employed,High School,43,Honda,Civic,2020,14674,5,4,149400,17766,Divorced,1,6,394,Business
5146,48,Female,Rural,Retired,Associate Degree,9,Hyundai,Tucson,2017,18683,4,4,1191834,69084,Divorced,0,12,609,Business
5147,19,Male,Rural,Self-Employed,High School,32,Mercedes,C-Class,2012,27285,3,7,1246914,23274,Widowed,0,6,353,Commute
5148,33,Female,Rural,Employed,Doctorate,23,BMW,X5,2017,21418,1,8,1087560,49932,Single,1,6,614,Business
5149,26,Female,Suburban,Retired,Master's Degree,18,Kia,Forte,2014,14791,1,0,442656,44046,Married,1,6,735,Commute
5150,26,Female,Suburban,Retired,Doctorate,29,Nissan,Sentra,2013,10737,0,1,684540,21366,Married,0,12,649,Commute
5151,55,Male,Urban,Self-Employed,Doctorate,24,BMW,X5,2005,12576,3,4,989496,27882,Married,0,6,783,Pleasure
5152,28,Female,Rural,Employed,Doctorate,10,Volkswagen,Jetta,2022,7912,1,0,1794870,19674,Single,1,6,455,Business
5153,71,Male,Suburban,Self-Employed,Bachelor's Degree,48,Hyundai,Tucson,2020,6544,4,5,1586700,86166,Divorced,1,6,574,Commute
5154,73,Male,Suburban,Employed,Bachelor's Degree,34,Kia,Sportage,2014,27732,4,5,236772,78840,Married,0,12,587,Business
5155,39,Female,Suburban,Retired,Doctorate,0,Hyundai,Tucson,2004,18866,0,2,746352,48042,Widowed,1,6,773,Pleasure
5156,50,Male,Suburban,Self-Employed,Master's Degree,16,Chevrolet,Malibu,2000,10897,1,3,1336536,62622,Divorced,0,12,402,Business
5157,53,Male,Suburban,Employed,Doctorate,30,Volkswagen,Passat,2001,9640,3,2,376452,70344,Divorced,1,12,763,Commute
5158,62,Female,Suburban,Unemployed,Doctorate,5,BMW,X5,1996,10612,0,4,1474218,28728,Single,1,12,524,Business
5159,40,Female,Urban,Retired,Bachelor's Degree,12,Kia,Sportage,2017,22288,0,8,946008,76212,Widowed,1,12,685,Pleasure
5160,62,Female,Suburban,Retired,Doctorate,51,Kia,Soul,2020,6589,2,9,609930,54360,Widowed,0,12,611,Commute
5161,62,Female,Urban,Unemployed,Master's Degree,25,Nissan,Altima,2012,13343,0,2,229788,45648,Divorced,1,12,379,Business
5162,51,Female,Urban,Employed,Master's Degree,35,Mercedes,C-Class,2021,28613,2,1,341352,69282,Divorced,0,6,473,Pleasure
5163,26,Female,Rural,Retired,Doctorate,4,Hyundai,Tucson,2012,12551,2,5,1636812,54792,Divorced,1,12,584,Pleasure
5164,41,Male,Rural,Employed,Master's Degree,46,Hyundai,Tucson,2011,11970,5,9,1201320,17028,Married,1,6,390,Commute
5165,25,Female,Rural,Unemployed,Doctorate,13,Toyota,RAV4,2007,26815,1,0,474354,36360,Divorced,0,6,760,Commute
5166,24,Female,Suburban,Self-Employed,Bachelor's Degree,50,Nissan,Rogue,2009,29635,4,8,1587618,19368,Married,1,12,619,Business
5167,53,Male,Rural,Retired,Doctorate,14,Mercedes,C-Class,2005,29544,3,9,502560,50004,Married,0,12,396,Pleasure
5168,35,Female,Suburban,Retired,High School,11,Hyundai,Santa Fe,2001,15518,5,2,673290,79020,Single,1,6,720,Business
5169,20,Male,Suburban,Employed,Bachelor's Degree,49,Volkswagen,Jetta,2011,25122,0,2,1645542,31734,Married,1,12,617,Pleasure
5170,45,Female,Rural,Retired,Master's Degree,45,Volkswagen,Passat,2013,25075,5,7,472392,20178,Married,0,12,438,Pleasure
5171,23,Female,Rural,Self-Employed,Master's Degree,41,Ford,Focus,2021,17604,1,5,1641654,57672,Single,1,12,366,Business
5172,61,Male,Urban,Unemployed,Bachelor's Degree,7,Hyundai,Elantra,2002,24755,3,2,580932,20016,Divorced,1,12,463,Pleasure
5173,61,Female,Urban,Retired,High School,58,Nissan,Altima,2011,12736,0,5,967608,60840,Divorced,0,12,452,Pleasure
5174,38,Male,Suburban,Unemployed,Bachelor's Degree,54,BMW,X5,2010,19378,4,5,612558,25380,Married,0,6,537,Commute
5175,45,Female,Suburban,Employed,Associate Degree,30,Toyota,Camry,2022,20677,4,2,942840,17154,Single,1,12,512,Commute
5176,57,Female,Rural,Self-Employed,High School,25,Mercedes,GLC,2008,16161,2,5,1577538,16470,Single,0,6,676,Pleasure
5177,71,Male,Rural,Retired,Bachelor's Degree,28,Chevrolet,Equinox,2016,7007,2,9,1171746,60336,Single,0,6,692,Pleasure
5178,71,Female,Urban,Unemployed,Associate Degree,3,BMW,3 Series,2022,13138,3,7,819000,10422,Divorced,1,6,565,Pleasure
5179,18,Female,Rural,Self-Employed,Doctorate,49,Kia,Sportage,2012,10980,0,8,1241478,57222,Widowed,0,12,684,Business
5180,53,Male,Suburban,Unemployed,High School,27,Hyundai,Santa Fe,2003,22519,2,2,1393416,73368,Single,1,6,581,Pleasure
5181,38,Female,Rural,Employed,Doctorate,24,Nissan,Sentra,2012,27463,1,1,1368450,27612,Single,0,12,608,Business
5182,77,Male,Urban,Self-Employed,Associate Degree,39,Mercedes,GLC,2016,16159,5,9,528174,40284,Married,1,12,672,Commute
5183,60,Female,Suburban,Self-Employed,Master's Degree,31,Kia,Sportage,2014,17232,5,9,299052,72540,Single,0,6,322,Commute
5184,52,Male,Urban,Employed,Master's Degree,35,Chevrolet,Impala,2019,11006,5,6,406908,47178,Single,0,6,495,Pleasure
5185,30,Female,Urban,Employed,Master's Degree,10,Toyota,Camry,2010,15746,2,7,401670,32580,Married,0,6,543,Business
5186,74,Male,Suburban,Retired,Doctorate,36,Volkswagen,Passat,2011,27345,3,8,436248,45684,Divorced,0,6,820,Business
5187,66,Male,Urban,Employed,High School,61,Honda,Civic,2011,8806,1,0,184770,10818,Single,1,12,500,Business
5188,71,Female,Rural,Employed,Doctorate,9,Nissan,Altima,2010,10826,4,0,1143396,74304,Single,0,12,639,Pleasure
5189,71,Female,Rural,Unemployed,Doctorate,37,Mercedes,C-Class,2020,19808,1,0,902322,27612,Divorced,1,6,376,Commute
5190,27,Male,Urban,Self-Employed,Master's Degree,60,Hyundai,Tucson,2013,23100,5,3,416736,66798,Widowed,1,6,341,Commute
5191,70,Female,Rural,Unemployed,Doctorate,35,Kia,Soul,2005,28722,3,2,1459998,86418,Married,1,6,437,Pleasure
5192,61,Male,Urban,Employed,Associate Degree,49,Ford,Escape,2000,27887,4,6,1440468,16074,Widowed,1,12,700,Business
5193,64,Female,Rural,Retired,Bachelor's Degree,52,Hyundai,Tucson,2013,26914,0,5,559728,82764,Single,0,6,432,Commute
5194,70,Female,Urban,Unemployed,Bachelor's Degree,26,Honda,CR-V,2001,18568,3,2,1745352,15102,Married,0,12,376,Pleasure
5195,27,Male,Rural,Unemployed,Bachelor's Degree,16,Hyundai,Elantra,2003,12216,2,2,1783530,85266,Single,0,12,390,Business
5196,63,Male,Suburban,Self-Employed,Master's Degree,6,Nissan,Rogue,2006,28087,3,4,810270,79020,Single,1,12,332,Business
5197,30,Female,Suburban,Self-Employed,Master's Degree,8,Ford,Fiesta,2020,22871,3,3,1455912,60120,Married,0,6,408,Pleasure
5198,54,Female,Rural,Self-Employed,Bachelor's Degree,34,Hyundai,Elantra,1996,5738,3,8,560070,22770,Single,0,6,746,Business
5199,55,Female,Urban,Retired,High School,53,Nissan,Sentra,1998,18006,4,0,1105974,87660,Single,0,12,360,Pleasure
5200,41,Female,Rural,Retired,Bachelor's Degree,8,Toyota,Corolla,1997,9321,3,0,827046,35280,Divorced,0,6,783,Business
5201,19,Female,Urban,Employed,Doctorate,58,Volkswagen,Passat,2016,7440,0,4,1336608,39906,Divorced,0,6,349,Pleasure
5202,39,Male,Rural,Employed,Bachelor's Degree,35,BMW,5 Series,2015,14020,3,7,1565568,47754,Single,1,12,817,Pleasure
5203,34,Female,Rural,Self-Employed,Bachelor's Degree,53,Kia,Forte,2006,12800,2,3,501336,37890,Married,1,6,559,Commute
5204,53,Female,Suburban,Unemployed,High School,29,Ford,Focus,1997,29663,5,8,1260882,41058,Single,1,12,836,Commute
5205,31,Male,Urban,Self-Employed,Master's Degree,30,Mercedes,C-Class,2003,18412,1,6,386532,86346,Widowed,1,12,574,Commute
5206,27,Male,Urban,Employed,Master's Degree,18,Ford,Escape,2006,23530,4,2,90054,61218,Single,0,12,821,Pleasure
5207,52,Male,Urban,Unemployed,Doctorate,40,Chevrolet,Malibu,2002,16797,2,5,1426680,30150,Divorced,0,6,317,Commute
5208,42,Female,Urban,Employed,Bachelor's Degree,54,Mercedes,E-Class,2013,18927,0,5,1701828,87930,Single,1,12,414,Business
5209,20,Male,Urban,Retired,Associate Degree,22,BMW,5 Series,2020,7475,3,4,1424556,52524,Widowed,0,6,336,Commute
5210,64,Male,Suburban,Self-Employed,Doctorate,19,Honda,Accord,1999,20645,4,7,775728,28926,Married,1,12,745,Business
5211,55,Male,Rural,Self-Employed,Master's Degree,5,Hyundai,Santa Fe,2015,5315,5,0,242172,88920,Widowed,0,6,790,Business
5212,34,Male,Urban,Unemployed,High School,58,Chevrolet,Malibu,1999,21860,4,9,1430496,45432,Divorced,1,6,580,Pleasure
5213,29,Female,Urban,Self-Employed,Master's Degree,42,Volkswagen,Jetta,2002,27654,4,3,488304,18162,Divorced,1,6,752,Commute
5214,71,Female,Rural,Employed,Master's Degree,23,Hyundai,Tucson,1997,5550,5,6,792468,58086,Married,0,12,543,Pleasure
5215,69,Female,Suburban,Employed,High School,46,Kia,Sportage,2013,7472,5,5,95580,50382,Widowed,1,12,684,Pleasure
5216,41,Male,Suburban,Retired,Bachelor's Degree,21,Ford,Focus,2018,13072,2,6,1722924,67338,Widowed,0,12,794,Commute
5217,46,Male,Suburban,Employed,Bachelor's Degree,5,BMW,3 Series,2003,28424,5,2,489798,42192,Widowed,0,6,378,Business
5218,60,Male,Rural,Unemployed,Master's Degree,51,Toyota,RAV4,2015,14156,1,2,560160,50850,Widowed,1,6,584,Business
5219,42,Male,Rural,Employed,Doctorate,23,Hyundai,Tucson,2020,7186,1,0,681768,26784,Single,1,6,452,Business
5220,53,Male,Suburban,Retired,Associate Degree,61,Ford,Escape,2018,9227,5,6,1683630,49050,Widowed,1,6,314,Commute
5221,75,Male,Suburban,Retired,Doctorate,41,BMW,5 Series,2008,11304,0,3,773874,29880,Married,0,12,396,Business
5222,77,Female,Rural,Self-Employed,Doctorate,55,Toyota,RAV4,2015,17704,5,8,300870,23976,Married,1,6,716,Pleasure
5223,43,Female,Suburban,Unemployed,Master's Degree,56,Toyota,Camry,2022,13748,2,4,1344456,17550,Single,1,6,350,Business
5224,55,Male,Urban,Employed,Master's Degree,21,Honda,Accord,2014,24859,2,4,1750068,43416,Divorced,1,6,428,Business
5225,18,Female,Rural,Retired,Associate Degree,17,Hyundai,Elantra,1996,11308,2,8,1202616,60156,Divorced,1,6,485,Business
5226,37,Male,Suburban,Employed,Associate Degree,15,Hyundai,Santa Fe,2021,28379,5,0,131292,19620,Married,1,12,461,Commute
5227,72,Male,Urban,Retired,Associate Degree,35,Nissan,Rogue,2009,27753,3,5,964170,58356,Married,0,12,497,Pleasure
5228,45,Female,Rural,Self-Employed,Master's Degree,51,Kia,Forte,1998,22714,2,7,585864,21474,Single,0,12,373,Pleasure
5229,33,Male,Rural,Retired,Master's Degree,12,Honda,Civic,1996,17102,2,0,961272,46584,Single,0,6,412,Commute
5230,64,Female,Urban,Self-Employed,Doctorate,55,Ford,Escape,2017,29207,4,9,1090134,58716,Divorced,1,12,697,Business
5231,34,Male,Rural,Unemployed,Master's Degree,36,Volkswagen,Golf,2017,11879,5,8,1275714,77436,Single,1,12,612,Commute
5232,57,Male,Suburban,Employed,Bachelor's Degree,51,Volkswagen,Jetta,2003,14635,5,7,1191708,59778,Widowed,1,6,735,Business
5233,45,Female,Rural,Employed,Bachelor's Degree,23,Chevrolet,Equinox,2022,25657,4,5,395928,40806,Married,1,6,754,Business
5234,75,Male,Suburban,Self-Employed,Associate Degree,60,Kia,Sportage,1998,8575,4,8,230310,36306,Married,0,12,578,Commute
5235,29,Male,Urban,Unemployed,Master's Degree,18,Nissan,Altima,1999,15927,2,2,1615158,12762,Married,0,6,427,Business
5236,44,Male,Urban,Self-Employed,Bachelor's Degree,49,Mercedes,GLC,2005,16804,2,3,1240236,23310,Divorced,0,12,465,Business
5237,71,Female,Rural,Retired,Doctorate,19,Chevrolet,Malibu,1998,8369,5,2,214614,86562,Divorced,0,12,518,Pleasure
5238,70,Male,Urban,Self-Employed,High School,26,Volkswagen,Jetta,1998,25065,4,4,729054,77076,Married,0,12,632,Commute
5239,59,Male,Urban,Unemployed,Doctorate,16,Nissan,Altima,2009,24642,0,0,283914,36378,Single,1,12,304,Business
5240,76,Male,Rural,Retired,High School,15,Ford,Escape,1999,22334,0,0,1636902,58122,Divorced,0,12,623,Commute
5241,64,Female,Suburban,Employed,Doctorate,0,Honda,Civic,1997,24319,1,1,541656,69516,Married,1,12,792,Pleasure
5242,47,Female,Rural,Employed,Bachelor's Degree,20,Honda,Accord,2010,15690,3,0,423270,55134,Single,0,6,352,Pleasure
5243,58,Female,Rural,Employed,Master's Degree,60,Kia,Forte,2019,17907,3,2,955314,42084,Divorced,1,6,776,Business
5244,51,Female,Suburban,Unemployed,High School,26,Nissan,Sentra,2017,26587,1,1,628182,63324,Married,1,6,632,Business
5245,54,Female,Suburban,Unemployed,Master's Degree,0,Hyundai,Tucson,1995,26371,4,9,887274,14418,Divorced,0,12,490,Commute
5246,23,Male,Suburban,Unemployed,Master's Degree,29,Honda,CR-V,1995,18959,4,6,1093788,18468,Widowed,0,6,447,Pleasure
5247,24,Female,Rural,Unemployed,Bachelor's Degree,19,Hyundai,Santa Fe,1995,15353,2,7,1123326,18828,Divorced,1,12,745,Business
5248,49,Female,Suburban,Unemployed,Associate Degree,23,Toyota,Camry,1997,24071,3,1,1044882,15210,Widowed,0,6,823,Business
5249,49,Male,Urban,Retired,Associate Degree,45,Nissan,Sentra,2003,20448,2,3,131418,9972,Single,0,12,612,Pleasure
5250,70,Female,Suburban,Self-Employed,High School,55,Nissan,Altima,2007,24082,2,7,1369152,57078,Widowed,0,6,352,Business
5251,42,Male,Urban,Employed,Bachelor's Degree,1,Kia,Sportage,2018,16799,3,9,1104696,33264,Single,0,6,455,Pleasure
5252,50,Female,Suburban,Unemployed,Master's Degree,14,Kia,Forte,2007,5921,4,0,391806,18540,Divorced,1,6,807,Pleasure
5253,72,Male,Urban,Employed,Doctorate,28,Toyota,Corolla,2019,26026,0,7,644706,11070,Single,1,6,685,Commute
5254,75,Male,Urban,Unemployed,Doctorate,34,Volkswagen,Golf,2015,9071,4,7,829512,60768,Married,0,6,699,Business
5255,24,Female,Urban,Employed,High School,61,Hyundai,Elantra,2017,25100,4,1,1234638,89838,Widowed,0,6,386,Business
5256,69,Female,Urban,Self-Employed,High School,12,Toyota,Corolla,2007,15126,2,2,1610982,45702,Widowed,1,12,422,Business
5257,74,Male,Urban,Employed,High School,18,Mercedes,C-Class,2020,13809,2,8,1637856,28026,Divorced,0,6,635,Commute
5258,79,Male,Suburban,Employed,Bachelor's Degree,0,BMW,3 Series,2019,24213,2,9,212148,32706,Widowed,1,12,425,Business
5259,29,Male,Rural,Unemployed,Doctorate,44,Ford,Fiesta,2015,15660,3,4,1498878,74286,Married,1,12,610,Business
5260,33,Male,Rural,Retired,Bachelor's Degree,46,Chevrolet,Impala,2002,6809,3,6,253692,49572,Single,1,12,626,Pleasure
5261,33,Male,Rural,Retired,Bachelor's Degree,15,Nissan,Sentra,2002,5971,1,4,1642932,26838,Divorced,1,6,731,Pleasure
5262,60,Male,Rural,Employed,Master's Degree,61,Ford,Escape,2013,6986,2,9,1083780,65430,Single,1,6,571,Pleasure
5263,70,Male,Rural,Retired,Bachelor's Degree,42,Honda,Civic,1999,13365,3,1,426006,53550,Single,0,12,782,Commute
5264,53,Female,Urban,Self-Employed,Bachelor's Degree,2,Chevrolet,Equinox,2018,21963,1,1,1184454,69138,Widowed,1,6,398,Pleasure
5265,30,Male,Suburban,Self-Employed,Master's Degree,39,Hyundai,Santa Fe,2004,10688,5,0,1198818,63810,Single,0,6,749,Commute
5266,24,Female,Urban,Retired,Associate Degree,5,Nissan,Sentra,2013,28079,2,5,1561194,28386,Divorced,1,6,548,Pleasure
5267,53,Female,Suburban,Retired,Master's Degree,30,Honda,CR-V,1997,21857,2,6,1357182,85104,Married,0,6,454,Pleasure
5268,64,Male,Suburban,Self-Employed,High School,4,Mercedes,C-Class,2016,18524,0,4,982386,59418,Single,1,6,510,Commute
5269,68,Male,Suburban,Retired,Associate Degree,25,Chevrolet,Malibu,2001,10519,3,2,264006,49212,Divorced,1,6,469,Pleasure
5270,26,Female,Suburban,Retired,Doctorate,27,Hyundai,Elantra,2017,19959,1,9,239958,49554,Married,1,6,534,Commute
5271,49,Male,Rural,Unemployed,Bachelor's Degree,14,Nissan,Rogue,2000,25285,2,9,1095444,75780,Single,0,12,325,Commute
5272,28,Male,Suburban,Unemployed,Associate Degree,8,Hyundai,Santa Fe,2001,7326,3,8,276300,18810,Married,0,6,496,Business
5273,25,Female,Suburban,Retired,Doctorate,61,Honda,CR-V,2001,5215,1,7,439650,60696,Married,0,12,652,Commute
5274,50,Female,Rural,Retired,Master's Degree,54,Volkswagen,Golf,2014,27523,0,1,1069308,38952,Widowed,1,6,779,Pleasure
5275,40,Female,Urban,Unemployed,Master's Degree,21,Kia,Forte,2002,9605,1,2,1271700,25866,Married,1,12,610,Commute
5276,42,Male,Urban,Unemployed,High School,36,Volkswagen,Passat,2018,9690,2,6,646362,81072,Married,1,6,643,Commute
5277,73,Male,Urban,Retired,High School,20,Nissan,Rogue,1996,20578,4,8,1627650,69372,Divorced,1,6,588,Commute
5278,25,Female,Urban,Unemployed,Associate Degree,41,Mercedes,C-Class,2009,11247,4,1,1784142,20628,Divorced,0,6,561,Commute
5279,62,Male,Suburban,Self-Employed,Bachelor's Degree,56,Ford,Fiesta,2004,28518,0,9,660600,38448,Divorced,1,6,357,Business
5280,39,Female,Rural,Employed,Master's Degree,28,Volkswagen,Golf,2015,8122,5,6,1574208,74448,Married,1,12,541,Pleasure
5281,76,Male,Rural,Self-Employed,Associate Degree,25,Hyundai,Tucson,2009,13960,2,7,1207296,76338,Divorced,1,6,807,Commute
5282,21,Female,Urban,Unemployed,Associate Degree,5,Kia,Sportage,1996,20363,2,5,638442,78354,Single,1,6,389,Commute
5283,57,Male,Rural,Self-Employed,Associate Degree,59,Kia,Sportage,1997,6112,3,5,287460,40644,Widowed,1,6,539,Business
5284,20,Female,Suburban,Employed,High School,10,Kia,Soul,2013,28177,4,7,1379070,46926,Single,0,6,638,Business
5285,46,Male,Urban,Unemployed,Master's Degree,35,Kia,Soul,1999,9857,3,2,225396,55980,Divorced,1,6,812,Commute
5286,58,Male,Suburban,Self-Employed,High School,19,Mercedes,E-Class,2018,19698,2,7,1648278,30258,Married,0,12,566,Pleasure
5287,46,Female,Suburban,Self-Employed,High School,43,Toyota,RAV4,2013,7077,0,9,716688,12528,Divorced,0,12,308,Business
5288,51,Male,Suburban,Employed,Associate Degree,19,Mercedes,C-Class,2001,29461,5,0,1077552,25668,Widowed,0,12,832,Commute
5289,51,Male,Suburban,Unemployed,Doctorate,26,BMW,X5,2015,23143,4,1,327384,44874,Divorced,0,6,816,Business
5290,45,Female,Suburban,Retired,Doctorate,5,Hyundai,Santa Fe,2008,26661,3,5,189846,86670,Married,1,6,346,Commute
5291,30,Male,Urban,Unemployed,Doctorate,32,Nissan,Rogue,2006,13708,0,1,482706,79596,Widowed,0,12,643,Commute
5292,32,Male,Suburban,Employed,Associate Degree,56,Toyota,Camry,2020,11636,2,9,1557054,48510,Divorced,0,12,771,Commute
5293,77,Male,Urban,Employed,Bachelor's Degree,29,Volkswagen,Golf,2004,27798,1,1,224424,30762,Divorced,1,6,349,Commute
5294,40,Female,Rural,Employed,Master's Degree,49,Honda,Accord,2004,16664,1,2,226962,57960,Single,1,6,653,Pleasure
5295,61,Female,Suburban,Employed,Associate Degree,33,Honda,CR-V,1998,17335,4,2,1558368,51102,Single,1,12,522,Pleasure
5296,43,Female,Suburban,Retired,Associate Degree,4,Toyota,RAV4,2012,10472,5,3,1659636,33678,Divorced,1,6,647,Commute
5297,21,Female,Rural,Unemployed,High School,15,Honda,CR-V,2000,6739,5,8,1373958,36738,Divorced,1,12,543,Commute
5298,43,Female,Urban,Unemployed,Doctorate,11,Hyundai,Elantra,2014,23712,0,8,745074,48024,Married,1,6,429,Commute
5299,57,Male,Suburban,Self-Employed,Associate Degree,11,Mercedes,C-Class,1998,18811,3,1,1558962,80910,Divorced,0,12,567,Commute
5300,26,Male,Rural,Retired,Bachelor's Degree,10,Honda,Civic,1999,13466,0,1,458658,85878,Divorced,0,6,820,Business
