Customer_ID,Age,Gender,Region,Employment_Status,Education_Level,Years_Driving,Car_Make,Car_Model,Manufacture_Year,Annual_Mileage,Number_of_Accidents,Number_of_Claims,Car_Value,Premium_Amount,Marital_Status,Has_AntiTheft_Device,Policy_Term,Credit_Score,Vehicle_Usage,Credit_Category
6805,30,Male,Northern Cape,Student,Degree,3,BMW,X5,2016,49193,0,0,596353,12186,Single,1,24,644,Commercial,Fair
6806,24,Female,Limpopo,Student,High School,6,Toyota,Corolla,2016,41351,1,1,108678,2328,Widowed,1,24,479,Business,Poor
6807,61,Female,Gauteng,Unemployed,High School,43,Mercedes,A200,2007,53382,1,0,205104,4279,Married,1,6,619,Commercial,Fair
6808,72,Female,Eastern Cape,Retired,Postgraduate,1,Volkswagen,Tiguan,2002,43365,0,0,424571,8781,Widowed,0,12,577,Commercial,Poor
6809,32,Male,Eastern Cape,Self-employed,High School,7,Hyundai,Tucson,2021,6464,0,0,514829,10547,Widowed,1,6,405,Business,Poor
6810,36,Male,Eastern Cape,Unemployed,High School,18,Volkswagen,Tiguan,2021,42532,0,1,963024,19453,Widowed,0,12,492,Business,Poor
6811,60,Male,Limpopo,Self-employed,High School,42,Volkswagen,Tiguan,2010,51244,0,0,982050,19784,Single,1,24,640,Business,Fair
6812,64,Male,Northern Cape,Unemployed,Degree,46,BMW,320i,2001,41587,0,0,711192,14400,Divorced,0,6,461,Business,Poor
6813,61,Female,KwaZulu-Natal,Unemployed,High School,14,BMW,118i,2001,38112,0,1,1139488,23002,Married,1,12,425,Private,Poor
6814,52,Female,Eastern Cape,Self-employed,High School,23,Toyota,Corolla,2015,15307,2,0,1186294,23943,Divorced,0,24,718,Business,Good
6815,34,Female,Free State,Self-employed,Postgraduate,16,Toyota,Fortuner,2016,35525,0,0,513240,10436,Single,1,6,620,Commercial,Fair
6816,52,Male,KwaZulu-Natal,Self-employed,Diploma,17,Hyundai,i20,2008,56450,0,0,907938,18369,Single,1,6,849,Commercial,Excellent
6817,36,Male,Eastern Cape,Unemployed,Degree,14,Mercedes,A200,2000,46984,0,0,1273278,25697,Single,1,6,700,Commercial,Good
6818,37,Female,Northern Cape,Unemployed,Degree,9,Hyundai,Creta,2021,51791,0,0,850461,17199,Widowed,1,12,713,Private,Good
6819,53,Female,Mpumalanga,Unemployed,Postgraduate,21,Mercedes,C200,2011,8700,0,1,138547,3018,Single,1,12,430,Commercial,Poor
6820,52,Female,Eastern Cape,Unemployed,High School,34,Hyundai,i20,2005,41275,0,0,836211,16862,Married,1,24,520,Private,Poor
6821,49,Male,Eastern Cape,Self-employed,Diploma,2,Mercedes,A200,2010,59840,0,0,997064,20136,Married,1,24,803,Private,Excellent
6822,65,Female,Eastern Cape,Self-employed,Postgraduate,47,Mercedes,C200,2005,12992,0,1,860137,17406,Married,0,12,454,Commercial,Poor
6823,61,Female,Northern Cape,Unemployed,Diploma,32,Mercedes,GLA,2019,13513,1,0,657342,13363,Married,0,6,746,Commercial,Very Good
6824,57,Male,Eastern Cape,Self-employed,High School,8,Ford,Ranger,2004,11992,0,1,392698,8159,Widowed,0,24,315,Commercial,Poor
6825,41,Male,Western Cape,Employed,Diploma,23,Mercedes,C200,2012,58239,0,0,527735,10749,Divorced,1,6,629,Commercial,Fair
6826,34,Female,Western Cape,Self-employed,Postgraduate,16,BMW,X5,2000,32624,0,0,379450,7808,Married,1,12,587,Commercial,Fair
6827,24,Male,Limpopo,Unemployed,High School,6,BMW,X5,2015,51396,0,1,65734,1480,Widowed,0,6,629,Private,Fair
6828,60,Female,Eastern Cape,Employed,Degree,15,Volkswagen,Tiguan,2018,41659,1,0,97883,2213,Divorced,0,12,693,Commercial,Good
6829,67,Female,North West,Retired,Diploma,34,Ford,Fiesta,2010,26866,1,0,334073,6869,Widowed,0,24,743,Business,Very Good
6830,18,Female,Limpopo,Unemployed,High School,0,Hyundai,i20,2021,27064,0,0,573610,11675,Married,0,24,544,Private,Poor
6831,52,Female,North West,Unemployed,High School,23,Mercedes,C200,2001,26014,1,0,995483,20170,Widowed,0,6,479,Commercial,Poor
6832,49,Male,Western Cape,Unemployed,Postgraduate,9,Ford,EcoSport,2000,11868,2,0,543572,11093,Married,1,12,751,Business,Very Good
6833,53,Male,Eastern Cape,Unemployed,High School,35,Hyundai,i20,2012,52836,1,0,1267812,25561,Widowed,0,24,444,Business,Poor
6834,30,Male,Eastern Cape,Self-employed,Postgraduate,12,Volkswagen,Golf,2016,52428,0,1,284912,5845,Widowed,1,24,839,Private,Excellent
6835,23,Female,KwaZulu-Natal,Student,Degree,5,Volkswagen,Tiguan,2013,18311,0,0,162156,3420,Divorced,1,6,413,Business,Poor
6836,31,Female,Eastern Cape,Employed,Diploma,13,BMW,X5,2016,58396,0,0,1319062,26597,Divorced,0,24,648,Business,Fair
6837,54,Female,KwaZulu-Natal,Unemployed,Degree,13,Ford,Ranger,2009,39489,1,1,535938,10924,Widowed,1,6,558,Private,Poor
6838,65,Male,North West,Retired,Postgraduate,25,Ford,Fiesta,2016,8336,0,0,508944,10371,Married,0,24,569,Private,Poor
6839,32,Male,Gauteng,Unemployed,Degree,7,Hyundai,Creta,2012,13390,0,0,1444398,29171,Married,0,6,522,Commercial,Poor
6840,64,Female,Northern Cape,Unemployed,Diploma,46,Ford,Ranger,2005,16345,0,1,762096,15428,Married,0,24,395,Business,Poor
6841,21,Male,Northern Cape,Self-employed,Degree,3,Toyota,Hilux,2003,50134,2,0,1376850,27804,Single,0,6,382,Commercial,Poor
6842,57,Male,Western Cape,Self-employed,High School,15,BMW,118i,2003,39745,0,1,1219630,24582,Widowed,0,24,827,Private,Excellent
6843,33,Male,North West,Self-employed,Diploma,12,Mercedes,C200,2013,20064,0,0,531985,10837,Divorced,0,24,786,Private,Very Good
6844,45,Male,KwaZulu-Natal,Unemployed,Degree,27,Hyundai,i20,2003,54327,1,0,949985,19201,Single,1,12,433,Commercial,Poor
6845,33,Female,Limpopo,Student,Diploma,15,BMW,118i,2023,15575,1,0,1026999,20723,Single,0,6,801,Business,Excellent
6846,21,Male,Northern Cape,Student,Degree,3,BMW,X5,2022,49988,0,0,1336929,26922,Single,1,12,543,Private,Poor
6847,62,Female,KwaZulu-Natal,Unemployed,High School,25,Volkswagen,Golf,2004,46683,0,1,853543,17307,Widowed,0,12,410,Business,Poor
6848,43,Male,Western Cape,Employed,Postgraduate,25,Mercedes,A200,2013,15732,2,0,1078831,21796,Married,0,6,351,Business,Poor
6849,45,Female,Limpopo,Self-employed,Degree,27,Ford,EcoSport,2014,43948,0,0,803495,16208,Single,1,24,724,Business,Good
6850,49,Female,Mpumalanga,Employed,Diploma,22,Toyota,Fortuner,2022,11113,1,1,867864,17578,Widowed,0,6,674,Business,Good
6851,62,Male,KwaZulu-Natal,Employed,Degree,14,Hyundai,Tucson,2007,23546,0,0,901595,18292,Single,0,12,362,Business,Poor
6853,48,Female,Limpopo,Self-employed,High School,24,Ford,Ranger,2010,36648,1,0,412982,8490,Single,0,12,763,Commercial,Very Good
6854,20,Male,North West,Unemployed,High School,2,Mercedes,A200,2006,7496,0,0,1392276,28123,Married,0,24,408,Business,Poor
6855,71,Female,Mpumalanga,Retired,Postgraduate,12,Volkswagen,Golf,2022,14513,0,1,865778,17553,Single,1,6,465,Business,Poor
6856,25,Male,Gauteng,Self-employed,High School,7,BMW,118i,2012,8387,1,0,679257,13723,Married,1,6,522,Private,Poor
6857,41,Female,Mpumalanga,Employed,Degree,22,BMW,118i,2013,7380,0,1,734489,14864,Single,0,12,846,Private,Excellent
6858,32,Male,Limpopo,Unemployed,Diploma,14,Toyota,Hilux,2008,17282,0,0,290379,6064,Widowed,0,6,615,Commercial,Fair
6859,60,Male,KwaZulu-Natal,Unemployed,Degree,7,Ford,Ranger,2014,20970,0,0,407171,8364,Divorced,0,6,651,Private,Fair
6860,48,Male,Gauteng,Unemployed,Postgraduate,18,Mercedes,C200,2020,11033,0,1,1044306,21078,Married,1,6,797,Business,Very Good
6861,26,Male,North West,Self-employed,Degree,8,Mercedes,A200,2007,34811,1,0,1125660,22700,Divorced,0,6,523,Business,Poor
6862,56,Male,Free State,Self-employed,Degree,23,Hyundai,Creta,2001,42500,0,0,1399589,28234,Divorced,0,24,616,Commercial,Fair
6863,62,Female,Northern Cape,Unemployed,Postgraduate,26,Volkswagen,Polo,2011,17266,1,0,1179121,23742,Widowed,1,6,725,Private,Good
6864,19,Female,Gauteng,Unemployed,Diploma,1,Ford,Ranger,2015,22329,2,0,746373,15122,Single,0,6,389,Private,Poor
6865,25,Male,North West,Self-employed,High School,2,BMW,X5,2007,33269,2,0,441540,9063,Widowed,0,6,731,Private,Good
6866,24,Female,Limpopo,Employed,Postgraduate,2,Ford,EcoSport,2000,40530,0,0,118105,2677,Single,0,6,308,Commercial,Poor
6867,73,Female,North West,Retired,High School,22,Volkswagen,Polo,2016,6804,1,1,716987,14579,Divorced,0,12,744,Commercial,Very Good
6868,61,Female,Gauteng,Unemployed,High School,43,Mercedes,GLA,2023,31602,0,1,51171,1177,Single,1,24,522,Business,Poor
6869,68,Male,Western Cape,Retired,Postgraduate,38,Toyota,Corolla,2018,23718,0,0,989702,19997,Widowed,0,12,702,Commercial,Good
6870,56,Male,Mpumalanga,Unemployed,Diploma,38,Hyundai,Creta,2019,21870,1,0,121632,2603,Divorced,0,6,502,Private,Poor
6871,59,Female,Limpopo,Unemployed,Postgraduate,28,Mercedes,C200,2012,15537,0,0,725808,14748,Widowed,0,12,369,Business,Poor
6872,74,Male,North West,Retired,Postgraduate,17,Mercedes,A200,2022,39373,0,1,1466554,29543,Single,1,6,618,Business,Fair
6873,33,Male,KwaZulu-Natal,Self-employed,Degree,15,BMW,X5,2014,57197,0,0,1403956,28242,Single,1,6,392,Business,Poor
6874,52,Female,Free State,Unemployed,Degree,34,Mercedes,GLA,2012,24313,0,1,655872,13267,Single,1,6,621,Business,Fair
6875,47,Male,Western Cape,Self-employed,Postgraduate,18,BMW,X5,2002,27666,0,0,228794,4791,Widowed,0,6,738,Business,Good
6876,27,Male,North West,Employed,Degree,9,Hyundai,Tucson,2015,26652,0,0,1047511,21133,Married,0,24,400,Business,Poor
6877,55,Male,Mpumalanga,Employed,Diploma,2,Toyota,Corolla,2008,24097,0,0,1476318,29763,Single,0,24,585,Private,Fair
6878,35,Male,Eastern Cape,Self-employed,Degree,17,Hyundai,Tucson,2018,31638,0,0,709596,14363,Married,1,12,388,Private,Poor
6879,67,Male,Western Cape,Self-employed,Diploma,15,Volkswagen,Polo,2007,49439,2,1,615292,12535,Married,0,12,788,Business,Very Good
6880,22,Female,Limpopo,Employed,High School,4,Mercedes,C200,2007,27971,1,0,1073536,21678,Divorced,1,12,473,Private,Poor
6881,70,Male,Mpumalanga,Self-employed,High School,44,Volkswagen,Tiguan,2013,30937,3,0,601195,12205,Married,1,12,503,Business,Poor
6882,46,Male,Free State,Unemployed,Diploma,28,Hyundai,Tucson,2018,33103,0,0,866956,17519,Widowed,0,24,405,Business,Poor
6883,56,Female,Gauteng,Unemployed,High School,38,Hyundai,i20,2012,9200,0,0,1242435,25019,Widowed,0,6,395,Private,Poor
6884,51,Female,Free State,Unemployed,Diploma,33,Ford,Ranger,2002,31530,0,0,741365,14963,Widowed,0,12,536,Private,Poor
6885,60,Male,Mpumalanga,Unemployed,Postgraduate,34,Mercedes,GLA,2004,7843,1,2,1005983,20337,Married,0,12,749,Commercial,Very Good
6886,62,Female,Mpumalanga,Employed,Degree,44,Volkswagen,Polo,2007,40484,0,0,471171,9557,Divorced,1,6,707,Business,Good
6887,40,Male,Free State,Employed,High School,15,Toyota,Corolla,2005,42102,1,0,1349660,27234,Married,1,24,636,Commercial,Fair
6888,22,Female,Western Cape,Unemployed,High School,4,BMW,320i,2004,11963,2,0,1089802,21980,Married,1,24,691,Private,Good
6889,47,Male,Free State,Unemployed,Postgraduate,13,Volkswagen,Golf,2020,42485,1,0,1183580,23927,Divorced,0,24,736,Commercial,Good
6890,23,Female,Mpumalanga,Unemployed,Degree,5,Hyundai,Tucson,2011,17477,0,2,1220072,24612,Widowed,1,24,485,Commercial,Poor
6891,73,Male,Mpumalanga,Retired,Degree,8,Ford,Fiesta,2005,59839,0,1,1371576,27630,Single,1,12,678,Private,Good
6892,63,Female,Mpumalanga,Unemployed,Diploma,16,BMW,118i,2007,31881,1,1,792661,16050,Single,0,6,786,Private,Very Good
6893,61,Male,Mpumalanga,Self-employed,High School,20,Hyundai,i20,2021,55257,1,1,574564,11768,Married,0,24,411,Commercial,Poor
6894,21,Male,Mpumalanga,Student,Degree,3,Volkswagen,Tiguan,2022,46152,1,0,1196699,24161,Divorced,1,12,303,Business,Poor
6895,46,Male,Northern Cape,Unemployed,High School,28,BMW,X5,2006,53446,0,0,1432727,28868,Single,0,24,409,Business,Poor
6896,40,Female,Limpopo,Self-employed,High School,17,Ford,EcoSport,2013,11141,1,0,523956,10682,Widowed,0,6,672,Private,Good
6897,23,Female,North West,Unemployed,High School,5,Mercedes,GLA,2008,28099,0,0,1091618,22092,Married,0,24,376,Commercial,Poor
6898,49,Male,Mpumalanga,Unemployed,High School,18,BMW,118i,2016,8436,1,0,435518,8962,Divorced,0,24,668,Commercial,Fair
6899,59,Male,Limpopo,Unemployed,Diploma,41,Volkswagen,Polo,2018,13589,0,1,449806,9163,Married,1,6,777,Commercial,Very Good
6900,35,Male,Free State,Self-employed,Degree,7,Ford,Ranger,2005,46755,0,0,750497,15216,Single,0,24,794,Private,Very Good
6901,32,Male,KwaZulu-Natal,Employed,High School,14,Ford,EcoSport,2018,19379,0,0,990051,19969,Married,1,12,739,Commercial,Good
6902,57,Female,Gauteng,Unemployed,Degree,35,BMW,118i,2017,16128,0,0,876571,17751,Divorced,0,24,346,Business,Poor
6903,49,Female,KwaZulu-Natal,Unemployed,Postgraduate,12,Ford,EcoSport,2020,33091,0,2,833978,16918,Married,0,6,677,Business,Good
6904,26,Female,Northern Cape,Employed,Postgraduate,8,BMW,118i,2000,12572,0,1,195107,4093,Single,0,12,424,Business,Poor
6905,54,Male,Gauteng,Unemployed,Degree,36,BMW,118i,2004,48475,0,0,220120,4528,Divorced,1,6,811,Business,Excellent
6906,27,Male,Northern Cape,Employed,Diploma,9,Hyundai,Creta,2012,58537,0,0,1378470,27748,Widowed,0,24,579,Business,Poor
6907,37,Female,Limpopo,Self-employed,Diploma,19,BMW,118i,2010,36201,1,0,703029,14224,Widowed,0,24,588,Private,Fair
6908,23,Female,Gauteng,Unemployed,Postgraduate,5,BMW,118i,2023,37934,0,0,1422799,28640,Married,1,6,374,Commercial,Poor
6909,65,Female,North West,Employed,High School,1,Hyundai,i20,2008,46219,1,0,1138520,23018,Widowed,1,12,596,Business,Fair
6910,73,Female,Gauteng,Retired,Postgraduate,25,Toyota,Hilux,2009,54898,0,1,486327,9967,Married,0,12,368,Business,Poor
6911,20,Male,Gauteng,Employed,High School,2,Ford,Fiesta,2021,44067,2,0,1464429,29496,Widowed,1,12,496,Private,Poor
6912,59,Male,Mpumalanga,Unemployed,Postgraduate,15,Hyundai,i20,2019,43694,1,1,912298,18514,Single,0,6,346,Business,Poor
6913,28,Male,Limpopo,Self-employed,Postgraduate,10,BMW,118i,2018,24136,0,0,830465,16852,Widowed,0,6,597,Business,Fair
6914,60,Female,Free State,Self-employed,Diploma,37,Hyundai,Creta,2023,58420,0,0,645331,13072,Single,1,24,397,Private,Poor
6915,34,Male,Eastern Cape,Employed,Degree,16,Hyundai,Creta,2001,9935,1,0,985106,19925,Married,0,24,537,Commercial,Poor
6916,49,Female,Limpopo,Self-employed,Degree,3,Ford,EcoSport,2007,33987,0,1,481482,9891,Divorced,1,6,403,Business,Poor
6917,21,Female,North West,Student,Postgraduate,3,Ford,EcoSport,2022,15639,0,0,1268861,25560,Divorced,0,24,763,Commercial,Very Good
6918,21,Female,KwaZulu-Natal,Self-employed,Diploma,3,Ford,Fiesta,2017,20922,1,0,1486651,29822,Single,1,24,837,Private,Excellent
6919,34,Female,KwaZulu-Natal,Employed,High School,16,BMW,320i,2017,50167,0,1,1261922,25381,Divorced,1,24,499,Private,Poor
6920,58,Female,Mpumalanga,Unemployed,Postgraduate,40,Volkswagen,Golf,2001,50612,2,0,147351,3072,Divorced,0,12,830,Private,Excellent
6921,36,Male,North West,Unemployed,High School,18,Toyota,Hilux,2014,6822,0,0,1214353,24408,Married,1,12,741,Private,Very Good
6922,22,Male,North West,Unemployed,High School,4,BMW,320i,2016,22030,0,0,1472583,29617,Married,1,12,358,Private,Poor
6923,49,Male,Limpopo,Self-employed,Diploma,20,Ford,Ranger,2022,55482,1,0,1096018,22128,Married,1,12,367,Private,Poor
6924,39,Female,Mpumalanga,Unemployed,Diploma,21,Ford,Fiesta,2023,14604,0,1,175136,3682,Widowed,0,6,676,Commercial,Good
6925,73,Male,North West,Retired,Degree,23,Ford,Ranger,2022,43081,2,0,326734,6771,Single,1,24,568,Commercial,Poor
6926,23,Female,Mpumalanga,Unemployed,Diploma,5,Volkswagen,Polo,2014,46768,1,0,1416955,28595,Divorced,0,6,682,Commercial,Good
6927,52,Male,Eastern Cape,Unemployed,Postgraduate,18,Toyota,Hilux,2019,12663,0,0,251983,5220,Divorced,0,6,828,Private,Excellent
6928,39,Female,Mpumalanga,Unemployed,Postgraduate,21,Volkswagen,Polo,2014,51708,0,0,1260441,25319,Divorced,1,12,653,Private,Fair
6929,18,Female,Eastern Cape,Employed,High School,0,Hyundai,Tucson,2012,39371,3,0,1299361,26155,Married,1,6,487,Private,Poor
6930,37,Male,Western Cape,Employed,Degree,19,BMW,X5,2017,40593,0,0,1253381,25236,Divorced,0,12,612,Private,Fair
6931,39,Female,KwaZulu-Natal,Unemployed,High School,21,Ford,Ranger,2020,27114,2,0,1165750,23481,Married,1,12,657,Private,Fair
6932,65,Male,Limpopo,Unemployed,High School,20,Hyundai,i20,2014,16072,0,0,1442051,29077,Single,1,24,539,Commercial,Poor
6933,72,Male,Free State,Self-employed,Degree,42,Ford,Fiesta,2017,55150,1,2,1123465,22683,Single,0,12,630,Commercial,Fair
6934,28,Male,Eastern Cape,Unemployed,High School,10,Toyota,Corolla,2018,20618,0,1,897812,18188,Divorced,0,24,662,Business,Fair
6935,30,Female,Eastern Cape,Unemployed,Degree,12,Ford,Fiesta,2017,22834,2,0,1336341,26945,Single,1,24,574,Commercial,Poor
6936,59,Female,Western Cape,Self-employed,High School,12,Hyundai,Tucson,2023,57140,0,0,372745,7703,Divorced,0,12,770,Commercial,Very Good
6937,20,Female,Free State,Unemployed,High School,2,Toyota,Fortuner,2014,44321,1,0,946542,19072,Married,1,12,472,Private,Poor
6938,26,Female,Western Cape,Unemployed,Degree,8,Mercedes,GLA,2009,6104,1,0,265203,5462,Widowed,0,12,595,Business,Fair
6939,29,Male,Mpumalanga,Student,Postgraduate,11,Hyundai,Tucson,2021,19841,0,1,364637,7485,Widowed,1,24,382,Commercial,Poor
6940,40,Female,Western Cape,Unemployed,High School,12,Toyota,Hilux,2020,55473,1,1,342576,7139,Widowed,0,12,462,Commercial,Poor
6941,31,Male,Western Cape,Employed,High School,13,BMW,X5,2020,11173,0,0,473644,9715,Married,0,12,326,Business,Poor
6942,50,Male,Western Cape,Unemployed,Postgraduate,32,Hyundai,i20,2015,5839,1,0,705561,14296,Single,0,24,390,Business,Poor
6943,35,Female,Free State,Unemployed,Degree,17,Volkswagen,Polo,2008,58468,0,1,880038,17789,Divorced,1,24,511,Business,Poor
6944,66,Female,Gauteng,Self-employed,Degree,8,Ford,EcoSport,2001,42234,1,1,510935,10428,Divorced,0,6,823,Private,Excellent
6945,58,Male,Western Cape,Self-employed,Postgraduate,24,Ford,Fiesta,2012,43137,1,1,617511,12571,Single,1,24,683,Commercial,Good
6946,26,Female,Northern Cape,Employed,Degree,8,Mercedes,C200,2000,47738,0,0,868757,17552,Divorced,0,12,579,Business,Poor
6947,40,Male,Eastern Cape,Employed,Diploma,1,Hyundai,Creta,2021,52057,1,1,722810,14713,Widowed,0,12,740,Business,Very Good
6948,27,Female,Limpopo,Employed,High School,9,Volkswagen,Polo,2023,37791,1,0,1428973,28844,Divorced,0,12,402,Commercial,Poor
6949,36,Female,Free State,Self-employed,Degree,18,Volkswagen,Tiguan,2007,32987,0,0,990206,19999,Widowed,1,24,413,Business,Poor
6950,64,Male,Gauteng,Unemployed,Postgraduate,14,Mercedes,A200,2005,29435,0,0,1123401,22670,Divorced,1,12,746,Business,Very Good
6951,22,Male,Mpumalanga,Employed,High School,4,BMW,X5,2018,52908,0,0,557266,11336,Divorced,0,24,372,Private,Poor
6952,64,Male,Mpumalanga,Employed,Postgraduate,6,BMW,118i,2018,57498,0,0,1054937,21350,Divorced,0,6,608,Business,Fair
6953,69,Female,KwaZulu-Natal,Self-employed,Degree,45,Volkswagen,Polo,2001,13452,1,0,1315617,26505,Widowed,0,12,723,Commercial,Good
6954,40,Female,Gauteng,Unemployed,Postgraduate,9,BMW,118i,2017,33579,1,0,604384,12337,Widowed,1,6,423,Business,Poor
6955,47,Female,Free State,Employed,Postgraduate,29,Mercedes,A200,2017,7775,0,0,387748,7944,Married,1,6,444,Commercial,Poor
6956,42,Male,Eastern Cape,Unemployed,High School,1,Hyundai,i20,2022,17788,1,0,1084876,21900,Divorced,1,12,796,Private,Very Good
6957,45,Male,Eastern Cape,Unemployed,High School,9,Ford,Fiesta,2014,11070,2,0,305179,6362,Single,1,24,633,Commercial,Fair
6958,51,Female,Mpumalanga,Employed,Degree,24,Volkswagen,Polo,2015,46523,0,0,683659,13894,Single,0,6,557,Business,Poor
6959,62,Male,Free State,Employed,Postgraduate,39,Mercedes,C200,2012,20265,0,1,950365,19174,Married,0,6,832,Business,Excellent
6960,73,Female,North West,Self-employed,Postgraduate,18,Toyota,Hilux,2022,8309,1,0,560217,11448,Widowed,0,12,495,Business,Poor
6961,65,Male,Eastern Cape,Retired,Degree,47,Toyota,Fortuner,2023,42891,1,0,780002,15791,Divorced,1,6,475,Commercial,Poor
6962,64,Female,KwaZulu-Natal,Unemployed,Postgraduate,39,Mercedes,A200,2004,55923,1,1,205528,4315,Divorced,1,24,302,Business,Poor
6963,42,Female,North West,Unemployed,Postgraduate,18,Toyota,Fortuner,2017,48000,0,0,381455,7851,Widowed,1,24,721,Commercial,Good
6964,27,Female,Gauteng,Unemployed,Postgraduate,9,BMW,320i,2023,44269,2,0,1324029,26725,Married,0,12,327,Commercial,Poor
6965,31,Male,Limpopo,Self-employed,Postgraduate,13,Toyota,Hilux,2004,48719,1,1,448010,9158,Single,0,12,787,Business,Very Good
6966,59,Male,KwaZulu-Natal,Self-employed,Diploma,41,Volkswagen,Polo,2015,56272,0,1,663061,13421,Single,0,24,641,Business,Fair
6967,74,Female,Limpopo,Retired,Degree,2,Mercedes,C200,2005,26544,0,0,1469127,29608,Widowed,1,24,753,Business,Very Good
6968,63,Female,Eastern Cape,Self-employed,Degree,37,Mercedes,GLA,2006,32119,1,0,142542,2991,Married,1,6,705,Private,Good
6969,47,Female,Western Cape,Employed,Postgraduate,29,Ford,Ranger,2000,11568,1,0,204799,4314,Divorced,1,12,342,Commercial,Poor
6970,72,Female,Limpopo,Retired,Degree,36,Hyundai,Creta,2007,10878,1,0,332577,6867,Widowed,0,12,666,Commercial,Fair
6971,58,Female,Mpumalanga,Unemployed,Diploma,40,Mercedes,GLA,2006,37286,0,0,260528,5408,Widowed,0,12,311,Business,Poor
6972,42,Female,Eastern Cape,Self-employed,Postgraduate,24,Ford,EcoSport,2022,41958,0,0,314836,6463,Divorced,1,6,568,Commercial,Poor
6973,31,Male,Eastern Cape,Self-employed,High School,13,Mercedes,C200,2006,25539,1,1,1243973,25075,Single,0,6,644,Private,Fair
6974,52,Male,KwaZulu-Natal,Unemployed,Diploma,34,Ford,Fiesta,2006,6458,2,0,1360782,27415,Widowed,0,24,404,Private,Poor
6975,69,Male,Western Cape,Retired,High School,6,BMW,320i,2000,8879,0,0,755834,15353,Widowed,1,24,309,Private,Poor
6976,65,Male,Mpumalanga,Self-employed,Degree,17,Hyundai,i20,2011,31054,0,2,652631,13332,Widowed,0,6,426,Commercial,Poor
6977,51,Female,Eastern Cape,Self-employed,Degree,30,Ford,EcoSport,2022,54176,0,0,1329097,26815,Married,0,6,565,Commercial,Poor
6978,27,Female,North West,Employed,Degree,9,Mercedes,GLA,2022,15948,1,0,1025265,20665,Single,0,24,679,Business,Good
6979,52,Female,Western Cape,Unemployed,Postgraduate,8,Toyota,Corolla,2010,16068,0,1,129596,2819,Widowed,1,6,648,Business,Fair
6980,28,Male,Western Cape,Employed,Diploma,10,Ford,Fiesta,2015,54139,0,0,1487903,29873,Married,1,6,802,Private,Excellent
6981,28,Male,Limpopo,Student,Diploma,10,Ford,EcoSport,2000,48846,0,0,137464,3035,Divorced,0,24,434,Commercial,Poor
6982,38,Female,Western Cape,Unemployed,Postgraduate,16,Volkswagen,Polo,2005,45869,0,2,690077,14008,Divorced,1,24,471,Private,Poor
6983,38,Male,Northern Cape,Unemployed,Postgraduate,20,Ford,Fiesta,2023,57799,0,0,355331,7259,Married,1,24,508,Private,Poor
6984,39,Male,Mpumalanga,Unemployed,Degree,21,Hyundai,Creta,2004,59709,0,0,290516,6065,Single,0,6,433,Commercial,Poor
6985,62,Female,Free State,Unemployed,Diploma,31,BMW,118i,2011,17649,0,0,103660,2258,Single,1,6,327,Private,Poor
6986,24,Female,Eastern Cape,Unemployed,Degree,6,Hyundai,Tucson,2016,57558,1,0,1337286,26910,Single,1,24,410,Business,Poor
6987,72,Female,Mpumalanga,Retired,Diploma,8,Ford,Fiesta,2012,50047,2,0,601065,12315,Single,0,6,494,Commercial,Poor
6988,34,Male,Western Cape,Employed,Postgraduate,16,Volkswagen,Polo,2004,59448,0,2,1085130,21913,Single,0,24,749,Commercial,Very Good
6989,19,Female,Western Cape,Unemployed,Degree,1,BMW,320i,2014,50868,0,0,115372,2472,Married,1,12,723,Business,Good
6990,29,Female,Free State,Unemployed,Diploma,10,Toyota,Fortuner,2001,19013,0,0,1057249,21433,Single,0,12,414,Commercial,Poor
6991,74,Female,Eastern Cape,Retired,Postgraduate,40,Volkswagen,Polo,2001,59240,1,1,1434935,28892,Single,1,24,640,Commercial,Fair
6992,59,Male,Limpopo,Unemployed,High School,41,Toyota,Hilux,2019,6075,0,1,739960,14984,Widowed,0,12,798,Commercial,Very Good
6993,35,Male,Eastern Cape,Unemployed,Degree,17,Mercedes,A200,2015,57254,0,0,1171769,23558,Divorced,1,24,531,Private,Poor
6994,71,Female,Limpopo,Retired,Diploma,12,BMW,X5,2011,37951,0,0,739146,15075,Divorced,0,12,333,Commercial,Poor
6995,28,Female,Free State,Unemployed,Diploma,10,Ford,Fiesta,2003,32794,0,0,1066149,21499,Widowed,1,24,711,Commercial,Good
6996,33,Male,Mpumalanga,Unemployed,Degree,15,BMW,320i,2022,46083,0,0,363529,7485,Widowed,0,24,313,Private,Poor
6997,66,Male,Mpumalanga,Self-employed,Diploma,19,Ford,Ranger,2008,33485,0,1,774703,15708,Single,1,6,801,Commercial,Excellent
6998,68,Female,Mpumalanga,Self-employed,High School,26,Volkswagen,Polo,2011,47677,2,1,1054578,21307,Divorced,0,24,702,Business,Good
6999,35,Male,North West,Student,High School,17,Toyota,Hilux,2001,27115,0,0,229890,4782,Widowed,0,6,327,Business,Poor
7000,52,Female,Northern Cape,Unemployed,Diploma,15,Volkswagen,Polo,2007,55143,3,0,1363244,27455,Married,1,12,745,Private,Very Good
7001,70,Female,Western Cape,Retired,Degree,31,Mercedes,C200,2013,37667,0,1,824197,16658,Married,0,6,669,Private,Fair
7002,43,Male,Mpumalanga,Employed,Diploma,25,BMW,X5,2023,47426,1,0,742142,15033,Divorced,0,6,471,Business,Poor
